,Row.names,Normal1,Normal2,Normal3,NPC1,NPC2,NPC3,NPC4,NPC5,NPC6,NPC7,NPC8,NPC9,NPC10,NPC11,NPC12,NPC13,NPC14,NPC15,NPC16,NPC17,NPC18,NPC19,NPC20,NPC21,NPC22,NPC23,NPC24,NPC25,array_ID,Gene_symbol,gene_ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol,mouse_symbol
10219,SERPINB6,278.416,312.264,269.843,89.0957,160.234,212.189,234.436,107.012,111.698,108.639,235.2,110.127,115.91,91.4815,213.667,219.726,186.862,145.121,135.556,254.01,285.69,178.357,199.319,119.918,126.899,218.822,82.2772,88.3286,211474_s_at,SERPINB6,5269,-125.618,174.6820714,-3.575969712,0.001349249,0.211929723,-3.887454175,SERPINB6,Serpinb6a
12578,WDR82,505.413,274.768,611.824,249.472,337.846,297.74,401.982,265.486,375.245,220.191,410.328,281.084,284.603,538.731,297.2,451.447,361.873,274.885,320.421,361.278,384.142,353.151,374.397,271.521,334.944,342.108,322.924,360.711,201934_at,WDR82,80335,-125.0532667,352.3469643,-2.543540438,0.017041079,0.397220876,-4.212804508,WDR82,Wdr82
1975,CFAP69,42.0586,55.6112,2.0447,39.3889,41.9178,8.03077,22.0875,6.08805,8.25519,15.0844,60.9837,37.9656,23.4242,2.95796,30.7421,9.8369,36.6876,16.0142,3.89297,11.7478,47.1754,24.7125,11.042,19.3643,13.417,32.3828,72.9496,16.8474,219455_at,CFAP69,79846,-8.718301067,25.45396929,-0.755949506,0.456253795,0.900087246,-4.640005048,CFAP69,Cfap69
1976,CFAP70,5.54165,22.276,4.63739,17.2377,13.476,30.4845,14.9661,10.5858,26.0817,11.4322,10.341,16.9129,6.25184,15.6739,4.79571,6.22037,83.7919,12.8601,22.4312,6.43268,7.50443,31.6187,5.76666,2.12839,28.9721,29.3175,50.4608,14.2387,215849_x_at,CFAP70,118491,8.380968533,18.30135429,0.808920624,0.425663327,0.890818366,-4.632841548,CFAP70,Cfap70
1977,CFAP74,74.5431,113.876,66.372,44.9673,79.3143,44.1186,90.5352,74.8601,39.4348,40.4517,119.952,78.3093,38.013,37.0574,96.2319,73.9712,101.431,47.2005,52.1964,65.0473,77.6867,106.145,71.7704,89.5064,75.2282,81.7285,86.4579,58.7263,215788_at,CFAP74,85452,-14.11671067,72.32616071,-0.99042917,0.330796982,0.847595939,-4.604997318,CFAP74,Cfap74
661,ARFIP2,179.431,653.342,123.719,229.51,126.767,188.282,173.027,189.95,135.169,278.707,182.895,142.369,188.652,187.05,200.145,169.025,192.072,193.4,137.021,157.261,229.582,124.004,210.506,177.704,323.72,200.591,252.938,258.209,202109_at,ARFIP2,23647,-124.8884267,207.3231429,-2.230172207,0.03428313,0.479817317,-4.307304495,ARFIP2,Arfip2
1979,CFD,46.3867,71.1365,34.5142,28.1583,32.5461,47.845,34.4919,52.3708,38.4032,32.0891,82.3777,44.2127,46.2993,22.0604,54.9354,19.4783,3.48522,3.707,4.25151,83.5097,252.742,47.8972,48.502,19.1474,25.4748,33.6703,21.2551,5.549,205382_s_at,CFD,1675,-7.300756133,44.16060107,-0.258664548,0.79786458,0.96607466,-4.684475922,CFD,Cfd
1980,CFDP1,148.254,97.1201,107.922,193.395,198.559,124.568,138.396,86.2456,54.4516,108.064,145.642,111.556,161.855,58.3714,92.4153,179.774,72.7799,154.359,121.766,87.2263,113.649,100.068,115.66,82.3475,108.686,88.0523,94.538,207.212,203166_at,CFDP1,10428,2.220109333,119.7476071,0.088309128,0.930285647,0.99232489,-4.689785463,CFDP1,Cfdp1
5350,INPP5D,353.991,205.965,603.454,313.877,248.251,261.056,349.671,281.524,431.088,209.038,345.085,259.501,216.268,403.319,340.422,342.975,242.534,153.118,172.577,267.168,235.947,366.215,293.712,153.168,191.879,153.205,157.594,191.406,203332_s_at,INPP5D,3635,-124.5794133,276.5717143,-2.148099182,0.040878635,0.509524372,-4.331239753,INPP5D,Inpp5d
1982,CFHR1,114.869,131.058,121.845,17.8758,105.429,53.3864,128.486,107.556,4.93417,52.1278,205.472,81.7125,81.5646,57.9454,191.818,213.719,104.226,113.124,62.4251,94.4308,407.02,127.333,176.917,54.7271,195.708,205.068,1.60256,18.4279,215388_s_at,CFHR1,3078,-8.069221467,115.3860046,-0.15615408,0.877078461,0.981463382,-4.688293487,CFHR1,Cfhr1
1986,CFI,100.123,50.2503,48.7587,16.2244,32.2702,37.3196,35.5905,58.0427,25.2471,32.1468,34.2497,40.3907,64.1556,35.9319,82.5463,129.992,53.0578,54.5515,27.1508,41.145,32.7361,21.029,79.1293,55.6977,34.4107,78.6048,15.8847,12.3546,203854_at,CFI,3426,-21.18295333,47.46398214,-1.317261584,0.198870192,0.768412264,-4.542924171,CFI,Cfi
1987,CFL1,2302.61,4473.03,3780.89,3086.18,3412.63,3004.49,2616.2,2809.63,3743.12,3042.6,2529.47,2638.65,2316.17,3757.56,3096.1,3421.74,3493.66,3703.1,3829.82,4602.21,2907.53,2989.94,2640.23,3527.15,5516.04,3113.18,3769.01,4220.78,200021_at,CFL1,1072,-167.3557333,3369.418571,-0.370370716,0.714008917,0.950092244,-4.678191684,CFL1,Cfl1
1988,CFLAR,387.138,258.845,778.593,481.385,963.415,576.467,407.862,538.492,1291.19,497.023,242.653,354.179,964.944,382.37,593.898,237.64,345.914,142.14,288.398,650.454,190.075,393.461,494.521,426.726,498.46,382.434,676.584,434.276,209939_x_at,CFLAR,8837,23.33977333,495.69775,0.148434377,0.883107939,0.982912563,-4.688504901,CFLAR,Cflar
1989,CFP,59.9269,2.81692,41.4582,3.43838,303.164,32.3042,5.25316,1.92433,41.7364,2.21419,13.3904,1.18894,63.3006,1.59599,3.07622,13.6493,4.23217,1.99242,2.82635,162.377,3.8606,3.11368,8.38624,1.63694,2.02391,2.08804,1.65676,1.71533,206380_s_at,CFP,5199,-7.448184667,28.08384179,-0.191512317,0.849563582,0.976387775,-4.687188751,CFP,Cfp
9227,PTPRN2,109.515,308.147,30.7652,16.2426,30.4532,17.2904,49.13,16.1131,6.31151,6.07047,74.1312,6.82825,5.00371,6.21756,55.3157,20.8591,5.3977,2.69753,2.9519,3.90656,170.869,33.7281,77.5485,7.85763,6.08552,9.25269,3.24625,24.691,203029_s_at,PTPRN2,5799,-123.1477661,39.52237071,-3.834277629,0.000688914,0.178468885,-3.80723857,PTPRN2,Ptprn2
1991,CGA,23.0896,9.40805,17.1047,13.3685,21.7802,5.01059,4.40831,6.17607,40.4124,28.4681,25.1315,26.0741,23.9434,31.4296,4.51504,30.0266,11.1245,23.651,19.4417,30.9654,4.03775,9.89212,25.8115,23.143,5.75667,30.3017,42.6926,2.88777,204637_at,CGA,1081,3.083888133,19.28758821,0.427655089,0.672309046,0.942448109,-4.674119292,CGA,Cga
1993,CGGBP1,235.612,277.717,235.897,176.494,254.59,209.599,234.628,225.344,364.377,197.233,250.915,232.651,240.568,296.089,245.676,306.075,260.888,199.625,230.879,223.382,265.694,330.859,255.501,191.806,235.028,229.863,219.978,249.919,206861_s_at,CGGBP1,8545,-4.63556,245.6031071,-0.184070729,0.855339603,0.978270017,-4.687439845,CGGBP1,Cggbp1
1981,CFH,255.659,227.252,122.677,26.3269,77.6036,47.0463,90.8136,67.0521,13.4583,30.4328,147.983,62.0401,67.7818,34.1266,154.23,118.772,64.073,115.649,75.669,57.8273,259.152,69.4461,65.5265,33.2136,109.977,144.974,3.26089,45.4929,213800_at,CFH,3075,-122.5855311,92.41129964,-3.58530906,0.001317098,0.211929723,-3.884529164,CFH,Cfh
1995,CGRRF1,72.3554,106.189,64.3807,76.8798,63.4924,83.2379,86.7549,56.5159,69.4328,45.2197,89.3656,65.0232,57.6377,24.8228,68.1672,57.363,79.0543,95.8249,50.4446,59.0209,82.6051,64.3336,74.8656,60.3756,59.5239,51.8715,48.5387,54.5628,204605_at,CGRRF1,10668,-15.97765733,66.70926786,-1.583078086,0.125100228,0.688559949,-4.482502458,CGRRF1,Cgrrf1
1997,CH25H,117.249,58.7481,109.531,19.9588,26.3015,50.0865,94.4682,43.512,42.864,50.0402,114.384,28.4689,32.7896,23.8525,56.309,108.153,80.8872,45.0864,34.8653,72.7561,116.832,95.6242,160.491,49.527,16.1891,33.2452,21.059,25.5309,206932_at,CH25H,9023,-37.44476933,61.74320357,-1.660961859,0.108343093,0.662210235,-4.463330289,CH25H,Ch25h
1998,CHAC1,8.19117,21.4666,22.1346,64.5662,45.9485,60.5416,7.81003,100.532,38.3398,65.1087,29.2149,13.4253,127.91,41.1595,62.9144,52.7874,34.5695,67.9308,57.3337,21.3759,33.7524,20.1229,27.4996,13.0038,29.6433,31.4175,19.3782,14.0956,219270_at,CHAC1,79094,25.95113787,40.43478214,1.567553566,0.128683806,0.694298955,-4.486249068,CHAC1,Chac1
